qseqid	pident	min_pident	K	P	C	O	F	G	S
AF173566.1	100	99	Eukaryota	Chordata	Aves	Charadriiformes	Laridae	Larus	Larus glaucoides
AF173567.1	100	99	Eukaryota	Chordata	Aves	Podicipediformes	Podicipedidae	Podiceps	Podiceps auritus
AF173569.1	100	99	Eukaryota	Chordata	Aves	Ciconiiformes	Balaenicipitidae	Balaeniceps	Balaeniceps rex
AF177134.1	100	99	Eukaryota	Arthropoda	Insecta	Diptera	Tephritidae	Strauzia	Strauzia vittigera
AF177135.1	100	99	Eukaryota	Arthropoda	Insecta	Diptera	Tephritidae	Strauzia	Strauzia intermedia
AF180062.1	100	99	Eukaryota	Arthropoda	Insecta	Mecoptera	Panorpodidae	Panorpodes	Panorpodes pulcher
AF202802.1	100	99	Eukaryota	Chordata	Aves	Passeriformes	Corvidae	Cyanocitta	Cyanocitta stelleri
AF211135.2	100	99	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Candidatus Carsonella	Candidatus Carsonella ruddii
AF212052.1	100	99	Eukaryota	Arthropoda	Insecta	Orthoptera	Rhaphidophoridae	Ceuthophilus	Ceuthophilus elegans
AF212055.1	100	99	Eukaryota	Arthropoda	Insecta	Orthoptera	Rhaphidophoridae	Ceuthophilus	Ceuthophilus latens
AF266051.1	100	99	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	Gomphus	Gomphus graslinii
AF266053.1	100	99	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	Onychogomphus	Onychogomphus forcipatus
AF266075.1	100	99	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	Onychogomphus	Onychogomphus forcipatus
AF266076.1	100	99	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	Ophiogomphus	Ophiogomphus severus
AF288091.2	100	99	Eukaryota	unknown	Bigyra	Thraustochytrida	Thraustochytriaceae	Thraustochytrium	Thraustochytrium aureum
AF320601.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Congeria	Congeria kusceri
AF324191.1	100	99	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AF324193.1	100	99	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius sanguinolentus
AF324194.1	100	99	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius tentacularis
AF324519.1	100	99	Eukaryota	Arthropoda	Insecta	Hemiptera	Reduviidae	Rhodnius	Rhodnius prolixus
AF324528.1	100	99	Eukaryota	Arthropoda	Insecta	Hemiptera	Reduviidae	Triatoma	Triatoma patagonica
AF325131.1	100	99	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AF325132.1	100	99	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus patulus
AF339359.1	100	99	Eukaryota	Chordata	Aves	Pelecaniformes	Threskiornithidae	Platalea	Platalea alba
AF363031.1	100	99	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Anser	Anser albifrons
AF364507.1	100	99	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus plicatilis
AF364508.1	100	99	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus plicatilis
AF370876.1	100	99	Eukaryota	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus americanus
AF373591.1	100	99	Eukaryota	Chordata	Aves	Pelecaniformes	Phalacrocoracidae	Nannopterum	Nannopterum auritus
AF428238.1	100	99	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius parvicornis
AF428239.1	100	99	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius parvicornis
AF428241.1	100	99	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius sanguinolentus
AF476103.1	100	99	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unknown	secondary endosymbiont of Dysmicoccus brevipes
AF476104.1	100	99	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unknown	secondary endosymbiont of Dysmicoccus neobrevipes
AF476106.1	100	99	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unknown	secondary endosymbiont of Melanococcus albizziae
AF489427.1	100	99	Bacteria	Proteobacteria	Gammaproteobacteria	unknown	unknown	unknown	Candidatus Baumannia cicadellinicola
AF491069.1	100	99	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Elacatinus	Elacatinus chancei
AF491109.1	100	99	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Microgobius	Microgobius erectus
AF491110.1	100	99	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Microgobius	Microgobius erectus
AF491120.1	100	99	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Vanneaugobius	Vanneaugobius pruvoti
AF507047.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena rostriformis
AF507048.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena rostriformis
AF507049.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena polymorpha
AF507050.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena presbensis
AF507051.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Mytilopsis	Mytilopsis leucophaeata
AF507052.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Mytilopsis	Mytilopsis leucophaeata
AF514603.1	100	99	Eukaryota	Arthropoda	Insecta	Orthoptera	Gryllidae	unknown	Neoamusia shawae (nomen nudum)
AJ231162.1	100	99	Eukaryota	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Coptocephala	Coptocephala scopolina
AJ247040.1	100	99	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Parachondrostoma	Parachondrostoma toxostoma
AJ247045.1	100	99	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Rutilus rutilus
AJ247054.1	100	99	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Squalius	Squalius cephalus
AJ247055.1	100	99	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Squalius	Squalius cephalus
AJ247058.1	100	99	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Telestes	Telestes muticellus
AJ247059.1	100	99	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Sarmarutilus	Sarmarutilus rubilio
AJ247060.1	100	99	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Chondrostoma	Chondrostoma soetta
AJ247066.1	100	99	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Scardinius	Scardinius erythrophthalmus
AJ247070.1	100	99	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Carassius auratus
AJ294946.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Chamelea	Chamelea gallina
AJ294947.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Venus	Venus verrucosa
AJ548762.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Chamelea	Chamelea gallina
AJ548763.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Venus	Venus verrucosa
AJ548768.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Globivenus	Globivenus effossa
AJ548773.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Mercenaria	Mercenaria mercenaria
AJ586465.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Pharidae	Ensis	Ensis siliqua
AJ586466.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Pharidae	Ensis	Ensis siliqua
AJ748693.1	100	99	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus plicatilis
AJ748695.1	100	99	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus plicatilis
AJ748698.1	100	99	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus plicatilis
AJ748699.1	100	99	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus plicatilis
AJ748701.1	100	99	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus plicatilis
AJ748702.1	100	99	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus plicatilis
AJ748703.1	100	99	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus plicatilis
AJ748704.1	100	99	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus plicatilis
AJ748706.1	100	99	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus plicatilis
AJ781539.1	100	99	Eukaryota	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Percolaspis	Percolaspis pulchella
AJ781556.1	100	99	Eukaryota	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Linaeidea	Linaeidea aenea
AJ841319.1	100	99	Eukaryota	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Plagiodera	Plagiodera versicolora
AJ841336.1	100	99	Eukaryota	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Coptocephala	Coptocephala scopolina
AJ971722.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Dabulamanzia	Dabulamanzia gladius
AJ971724.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Labiobaetis	Labiobaetis longicercus
AJ971725.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Labiobaetis	Labiobaetis vulgaris
AJ971726.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Baetis	Baetis alpinus
AJ971727.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Cloeon	Cloeon durani
AJ971728.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Cloeon	Cloeon smaeleni
AJ971732.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Xyrodromeus	Xyrodromeus sartorii
AJ971733.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Labiobaetis	Labiobaetis punctatus
AJ971734.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Labiobaetis	Labiobaetis fabulosus
AJ971735.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Labiobaetis	Labiobaetis gilliesi
AJ971736.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Dabulamanzia	Dabulamanzia duci
AJ971737.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Edmulmeatus	Edmulmeatus grandis
AJ971738.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Herbrossus	Herbrossus edmundsorum
AJ971739.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Dicentroptilum	Dicentroptilum merina
AJ971740.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Guloptiloides	Guloptiloides gargantua
AJ971742.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Dabulamanzia	Dabulamanzia sp. BMNH 704089
AJ971743.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Baetis	Baetis harrisoni
AJ971744.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Cloeon	Cloeon smaeleni
AJ971745.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Pseudopannota	Pseudopannota maculosa
AJ971746.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Centroptiloides	Centroptiloides bifasciata
AJ971747.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Ophelmastoma	Ophelmastoma camerunense
AJ971754.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Pseudopannota	Pseudopannota vinckei
AJ971755.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Afroptilum	Afroptilum sp. BMNH 704109
AJ971756.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Afroptilum	Afroptilum confusum
AJ971758.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Acanthiops	Acanthiops spinosum
AJ971761.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Afroptilum	Afroptilum lepidum
AJ971762.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Labiobaetis	Labiobaetis glaucus
AJ971763.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Labiobaetis	Labiobaetis vinosus
AJ971764.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Labiobaetis	Labiobaetis piscis
AJ971765.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Demoreptus	Demoreptus natalensis
AJ971767.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Afroptilum	Afroptilum sp. BMNH 704122
AJ971768.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Cheleocloeon	Cheleocloeon sp. BMNH 704123
AJ971770.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Cloeon	Cloeon sp. BMNH 704127
