qseqid	pident	min_pident	K	P	C	O	F	G	S
LT629770.1	100	99	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Zhihengliuella	Zhihengliuella sp. ISTPL4
CP020026.1	100	99	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	Thauera hydrothermalis
CP019070.1	100	99	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter peruensis
LR698960.1	100	99	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium jeikeium
CP025117.1	100	99	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Psychroserpens	Psychroserpens sp. NJDZ02
CP023449.1	100	99	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. MK52
AP022620.1	100	99	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. DL592
KX890748.1	100	99	Eukaryota	Arthropoda	Insecta	Odonata	Corduliidae	Epitheca	Epitheca marginata
KX890703.1	100	99	Eukaryota	Arthropoda	Insecta	Odonata	Corduliidae	Epitheca	Epitheca marginata
KX890702.1	100	99	Eukaryota	Arthropoda	Insecta	Odonata	Corduliidae	Epitheca	Epitheca marginata
KX890726.1	100	99	Eukaryota	Arthropoda	Insecta	Odonata	Corduliidae	Epitheca	Epitheca marginata
KX890696.1	100	99	Eukaryota	Arthropoda	Insecta	Odonata	Corduliidae	Epitheca	Epitheca marginata
KX890693.1	100	99	Eukaryota	Arthropoda	Insecta	Odonata	Corduliidae	Epitheca	Epitheca marginata
KX890689.1	100	99	Eukaryota	Arthropoda	Insecta	Odonata	Corduliidae	Epitheca	Epitheca marginata
KX890691.1	100	99	Eukaryota	Arthropoda	Insecta	Odonata	Corduliidae	Epitheca	Epitheca marginata
KR153503.1	100	99	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Cheilodactylidae	Nemadactylus	Nemadactylus macropterus
MN147846.1	100	99	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Cheilodactylidae	Nemadactylus	Nemadactylus macropterus
AP010775.1	100	99	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Cyprinus carpio
GU194532.1	100	99	Eukaryota	Arthropoda	Insecta	Hemiptera	Anthocoridae	Anthocoris	Anthocoris miyamotoi
GQ258361.1	100	99	Eukaryota	Arthropoda	Insecta	Hemiptera	Anthocoridae	unknown	Anthocoridae sp. SJ-2010
JQ302310.1	100	99	Eukaryota	Porifera	Demospongiae	Spongillida	Lubomirskiidae	Lubomirskia	Lubomirskia baikalensis
LT629775.1	100	99	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora purpeofusca
GU385217.1	100	99	Eukaryota	Porifera	Demospongiae	Spongillida	Lubomirskiidae	Baikalospongia	Baikalospongia intermedia
KC429304.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Mytilopsis	Mytilopsis sallei
MN122820.1	100	99	Eukaryota	Chordata	Aves	Charadriiformes	Laridae	Larus	Larus brunnicephalus
JX099455.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Tellinidae	Scissula	Scissula similis
KC614006.1	100	99	Eukaryota	Chordata	Aves	Gruiformes	Rallidae	Laterallus	Laterallus exilis
KC614004.1	100	99	Eukaryota	Chordata	Aves	Gruiformes	Rallidae	Anurolimnas	Anurolimnas fasciatus
AB707769.1	100	99	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	Lamelligomphus	Lamelligomphus ringens
KJ710708.1	100	99	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Aix	Aix galericulata
KJ169568.1	100	99	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Aythya	Aythya ferina
KX641477.1	100	99	Eukaryota	Chordata	Actinopteri	Carangiformes	Carangidae	Carangoides	Carangoides equula
KX373635.1	100	99	Eukaryota	Chordata	Actinopteri	Priacanthiformes	Priacanthidae	Pristigenys	Pristigenys niphonia
CP033784.1	100	99	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	unknown	Corynebacteriaceae bacterium 'ARUP UnID 227'
CP015596.1	100	99	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium aurum
JF424154.1	100	99	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. TLI_053
JX155863.1	100	99	Eukaryota	Chordata	Aves	Charadriiformes	Laridae	Chroicocephalus	Chroicocephalus ridibundus
MN982253.1	100	99	Eukaryota	Arthropoda	Ostracoda	Podocopida	Cyprididae	unknown	Cyprididae sp. LACM RW17.101.3491
MN982260.1	100	99	Eukaryota	Arthropoda	Ostracoda	Podocopida	Cyprididae	unknown	Cyprididae sp. LACM RW17.101.3491
EF051614.1	100	99	Eukaryota	Arthropoda	Ostracoda	Podocopida	Cyprididae	unknown	Cyprididae sp. LACM RW17.101.3491
XM_010834727.1	100	99	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos mutus
XM_005892262.2	100	99	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bison	Bison bison
XM_032137550.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hylobatidae	Nomascus	Nomascus leucogenys
XM_032137555.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hylobatidae	Nomascus	Nomascus leucogenys
XM_032137554.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hylobatidae	Nomascus	Nomascus leucogenys
XM_032137551.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hylobatidae	Nomascus	Nomascus leucogenys
XM_032137549.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hylobatidae	Nomascus	Nomascus leucogenys
XM_032137557.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hylobatidae	Nomascus	Nomascus leucogenys
XM_032137552.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hylobatidae	Nomascus	Nomascus leucogenys
XM_032137572.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hylobatidae	Nomascus	Nomascus leucogenys
XM_012506754.2	100	99	Eukaryota	Chordata	Mammalia	Primates	Hylobatidae	Hylobates	Hylobates moloch
XM_030813202.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hylobatidae	Hylobates	Hylobates moloch
XM_030813186.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hylobatidae	Hylobates	Hylobates moloch
XM_030813190.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hylobatidae	Hylobates	Hylobates moloch
XM_030813189.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hylobatidae	Hylobates	Hylobates moloch
XM_030813187.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hylobatidae	Hylobates	Hylobates moloch
XM_030813185.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hylobatidae	Hylobates	Hylobates moloch
XM_030813188.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hylobatidae	Hylobates	Hylobates moloch
XM_030813192.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hylobatidae	Hylobates	Hylobates moloch
AP022617.1	100	99	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	NA
CP025422.1	100	99	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	NA
MN982282.1	100	99	Eukaryota	Arthropoda	Ostracoda	Podocopida	Cyprididae	Heterocypris	NA
EU848457.1	100	99	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Cheilodactylidae	Cheilodactylus	NA
EU477711.1	100	99	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	Ophiogomphus	NA
NM_001376342.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Pan	NA
NM_001376344.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Pan	NA
BX648271.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Pan	NA
NM_001376338.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Pan	NA
NM_001376366.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Pan	NA
CR627446.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Pan	NA
NM_001376346.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Pan	NA
NM_001376367.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Pan	NA
NM_001376340.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Pan	NA
NM_001376360.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Pan	NA
NM_001376343.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Pan	NA
NM_001376339.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Pan	NA
NM_001376345.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Pan	NA
NM_001376348.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Pan	NA
NM_001376334.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Pan	NA
BX649148.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Pan	NA
CR627439.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Pan	NA
AC114402.2	100	99	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Pan	NA
CP020809.1	98.108	97.108	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	NA	NA
CP025546.1	94.07	93.609	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	NA	NA
CP034072.1	98.919	98.459	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	NA	NA
KF415395.1	91.163	90.667	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	NA	NA
LC098500.1	90.698	90.244	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	NA	NA
KT601093.1	90.698	90.244	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	NA	NA
LC098501.1	91.163	90.705	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	NA	NA
LC098486.1	90.278	89.826	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	NA	NA
LC098503.1	91.163	90.705	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	NA	NA
AP014746.1	90.278	89.783	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	NA	NA
LC098488.1	90.741	90.284	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	NA	NA
LC098505.1	90.698	90.244	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	NA	NA
AP014738.1	90.278	89.783	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	NA	NA
LC098499.1	91.163	90.705	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	NA	NA
LC098487.1	90.698	90.244	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	NA	NA
LC098489.1	90.698	90.244	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	NA	NA
AF038487.1	95.909	95.364	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	NA	NA
AY216543.1	95	94.455	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	NA	NA
AY952484.2	94.884	93.884	Eukaryota	Chordata	Actinopteri	Scombriformes	Nomeidae	NA	NA
AB205424.1	94.884	93.884	Eukaryota	Chordata	Actinopteri	Scombriformes	Nomeidae	NA	NA
AP011067.1	94.884	93.884	Eukaryota	Chordata	Actinopteri	Scombriformes	Nomeidae	NA	NA
AB465919.1	90.244	89.244	Eukaryota	Arthropoda	Insecta	Diptera	Tachinidae	NA	NA
AB084130.1	98.63	97.63	Eukaryota	Chordata	Actinopteri	Lophiiformes	Thaumatichthyidae	NA	NA
AY583112.1	99.545	98.545	Eukaryota	Chordata	Actinopteri	Lophiiformes	Thaumatichthyidae	NA	NA
AB763992.1	98.63	97.63	Eukaryota	Chordata	Actinopteri	Lophiiformes	Thaumatichthyidae	NA	NA
AY742518.1	91.743	91.694	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	NA	NA
MK078120.1	100	99	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	NA	NA
AB257222.1	90.244	89.244	Eukaryota	Arthropoda	Insecta	Diptera	Tachinidae	NA	NA
KX890776.1	96.407	95.407	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	NA	NA
AB856941.1	90.728	89.728	Eukaryota	Arthropoda	Insecta	Psocoptera	Caeciliusidae	NA	NA
AB856931.1	90.728	89.728	Eukaryota	Arthropoda	Insecta	Psocoptera	Caeciliusidae	NA	NA
AB918948.1	90.728	89.728	Eukaryota	Arthropoda	Insecta	Psocoptera	Caeciliusidae	NA	NA
XM_012459415.1	96.364	95.364	Eukaryota	Chordata	Mammalia	Primates	Hominidae	NA	NA
XM_012459405.2	96.364	95.364	Eukaryota	Chordata	Mammalia	Primates	Hominidae	NA	NA
XM_012459404.2	96.364	95.364	Eukaryota	Chordata	Mammalia	Primates	Hominidae	NA	NA
XM_012459406.2	96.364	95.364	Eukaryota	Chordata	Mammalia	Primates	Hominidae	NA	NA
XM_012459407.2	96.364	95.364	Eukaryota	Chordata	Mammalia	Primates	Hominidae	NA	NA
XM_012459408.2	96.364	95.364	Eukaryota	Chordata	Mammalia	Primates	Hominidae	NA	NA
XM_012459403.2	96.364	95.364	Eukaryota	Chordata	Mammalia	Primates	Hominidae	NA	NA
KT865818.1	95.699	95.237	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
HQ881479.1	92.493	92.048	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
CP046535.1	92.761	92.583	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
CP047180.1	97.283	96.826	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
CP023994.1	96.739	96.011	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
CP047420.1	97.283	96.826	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
CP028137.1	97.283	96.826	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
CP047186.1	97.011	96.011	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
CP047185.1	97.283	96.826	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
CP028130.1	97.283	96.826	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
CP047183.1	97.011	96.554	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
CP051299.1	96.953	96.784	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
KT865871.1	97.283	96.826	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
DQ664271.1	94.118	94.023	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	NA	NA
AB162640.1	95	94.909	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	NA	NA
DQ664278.1	94.118	94.023	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	NA	NA
EU853297.1	97.248	97.165	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	NA	NA
EU853298.1	96.789	96.706	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	NA	NA
AJ247066.1	100	99	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	NA	NA
KR476947.1	94.118	94.023	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	NA	NA
EU853299.1	96.789	96.706	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	NA	NA
DQ664279.1	93.665	93.595	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	NA	NA
KR476865.1	94.118	94.023	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	NA	NA
AJ247040.1	100	99	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	NA	NA
JX573111.1	96.364	95.364	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	NA	NA
MG570446.1	94.545	93.545	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	NA	NA
MG570448.1	94.545	93.545	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	NA	NA
KU140668.1	94.787	93.836	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	NA	NA
KC984272.1	94.787	93.836	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	NA	NA
KC466568.1	98.113	97.113	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	NA	NA
KF684946.1	94.34	94.283	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	NA	NA
HQ833701.1	93.333	92.333	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	NA	NA
MN122926.1	94.313	94.283	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	NA	NA
KF437906.1	94.34	93.811	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	NA	NA
NC_040986.1	94.366	93.836	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	NA	NA
DQ485833.1	97.087	97.058	Eukaryota	Chordata	Aves	Charadriiformes	Laridae	NA	NA
JQ071443.1	96.602	96.573	Eukaryota	Chordata	Aves	Charadriiformes	Laridae	NA	NA
KJ631624.1	96.602	96.573	Eukaryota	Chordata	Aves	Charadriiformes	Laridae	NA	NA
KC760146.1	97.087	97.058	Eukaryota	Chordata	Aves	Charadriiformes	Laridae	NA	NA
JQ412063.1	92.121	91.121	Eukaryota	Arthropoda	Insecta	Diptera	Tephritidae	NA	NA
EU926953.1	92.121	91.121	Eukaryota	Arthropoda	Insecta	Diptera	Tephritidae	NA	NA
KX890656.1	93.373	92.373	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	NA	NA
EU477669.1	90.964	90.566	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	NA	NA
AF266053.1	92.771	92.333	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	NA	NA
EU477672.1	92.169	91.727	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	NA	NA
KX890655.1	93.976	92.976	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	NA	NA
KX890653.1	93.976	93.578	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	NA	NA
KX890654.1	92.771	92.333	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	NA	NA
KX890652.1	93.976	92.976	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	NA	NA
AF266075.1	90.964	90.566	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	NA	NA
EU477670.1	92.771	92.333	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	NA	NA
KX890770.1	91.566	91.169	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	NA	NA
AB707767.1	90.361	89.964	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	NA	NA
MF037619.1	90.909	89.984	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	NA	NA
MF037621.1	90.909	89.984	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	NA	NA
MF037620.1	90.164	89.984	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	NA	NA
MF037613.1	90.909	89.984	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	NA	NA
JQ697265.1	94.545	93.545	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	NA	NA
JQ697263.1	95	94.455	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	NA	NA
MK685297.1	90.083	89.909	Eukaryota	Arthropoda	Insecta	Thysanoptera	Thripidae	NA	NA
KC505476.1	90.083	89.083	Eukaryota	Arthropoda	Insecta	Thysanoptera	Thripidae	NA	NA
KR821135.1	96.209	95.209	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	NA	NA
KF800698.1	96.682	95.682	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	NA	NA
KP981363.1	96.209	95.209	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	NA	NA
DQ083161.1	96.209	95.209	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	NA	NA
JQ282800.1	96.682	95.682	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	NA	NA
FJ379295.1	94.762	94.238	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	NA	NA
KP981364.1	95.735	94.735	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	NA	NA
KR867679.1	95.735	94.735	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	NA	NA
FJ174889.1	93.373	92.373	Eukaryota	Arthropoda	Malacostraca	Decapoda	Nephropidae	NA	NA
MK000285.1	93.373	92.373	Eukaryota	Arthropoda	Malacostraca	Decapoda	Nephropidae	NA	NA
DQ079726.1	93.373	92.373	Eukaryota	Arthropoda	Malacostraca	Decapoda	Nephropidae	NA	NA
