qseqid	pident	min_pident	K	P	C	O	F	G	S
JX573111.1	99.545	99	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Leuciscus waleckii
AB205420.1	100	99	Eukaryota	Chordata	Actinopteri	Scombriformes	Nomeidae	Cubiceps	Cubiceps paradoxus
AB236178.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Mercenaria	Mercenaria mercenaria
KX713233.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Mercenaria	Mercenaria mercenaria
JN969956.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Mercenaria	Mercenaria mercenaria
KF360165.1	99.145	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Mercenaria	Mercenaria mercenaria
AB236182.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Mercenaria	Mercenaria mercenaria
AJ548773.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Mercenaria	Mercenaria mercenaria
MN233789.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Mercenaria	Mercenaria mercenaria
AB236175.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Mercenaria	Mercenaria mercenaria
KF360160.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Mercenaria	Mercenaria mercenaria
DQ280040.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Mercenaria	Mercenaria mercenaria
HM124702.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Mercenaria	Mercenaria mercenaria
DQ184737.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Mercenaria	Mercenaria mercenaria
AB236176.1	99.145	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Mercenaria	Mercenaria mercenaria
AB236185.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Mercenaria	Mercenaria mercenaria
AB236181.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Mercenaria	Mercenaria mercenaria
AB253862.1	100	99	Eukaryota	Arthropoda	Insecta	Coleoptera	Carabidae	Pterostichus	Pterostichus biexcisus
AB257222.1	100	99	Eukaryota	Arthropoda	Insecta	Diptera	Tachinidae	Ctenophorinia	Ctenophorinia christianae
AB257228.1	100	99	Eukaryota	Arthropoda	Insecta	Diptera	Tachinidae	Exorista	Exorista aureifrons
AB265377.1	100	99	Eukaryota	Arthropoda	Insecta	Lepidoptera	Geometridae	Alcis	Alcis angulifera
AB265388.1	100	99	Eukaryota	Arthropoda	Insecta	Lepidoptera	Geometridae	Descoreba	Descoreba simplex
AB265397.1	100	99	Eukaryota	Arthropoda	Insecta	Lepidoptera	Geometridae	Myrioblephara	Myrioblephara cilicornaria
AB265404.1	100	99	Eukaryota	Arthropoda	Insecta	Lepidoptera	Geometridae	Psyra	Psyra bluethgeni
AB465915.1	100	99	Eukaryota	Arthropoda	Insecta	Diptera	Tachinidae	Vibrissina	Vibrissina turrita
AB465919.1	100	99	Eukaryota	Arthropoda	Insecta	Diptera	Tachinidae	Isosturmia	Isosturmia japonica
AB466325.1	100	99	Eukaryota	Bryozoa	Gymnolaemata	Ctenostomatida	Paludicellidae	Paludicella	Paludicella articulata
AB499943.1	100	99	Eukaryota	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Merobruchus	Merobruchus insolitus
AB522661.1	99.187	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Corbiculidae	Corbicula	Corbicula largillierti
AB522660.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Corbiculidae	Corbicula	Corbicula largillierti
AB522665.1	99.18	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Corbiculidae	Corbicula	Corbicula largillierti
AB522678.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Corbiculidae	Corbicula	Corbicula japonica
AB522680.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Corbiculidae	Corbicula	Corbicula japonica
AB522681.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Corbiculidae	Corbicula	Corbicula japonica
AB699944.1	100	99	Eukaryota	Arthropoda	Insecta	Diptera	Tachinidae	Exorista	Exorista flaviventris
AB699946.1	100	99	Eukaryota	Arthropoda	Insecta	Diptera	Tachinidae	Exorista	Exorista hyalipennis
AB699949.1	100	99	Eukaryota	Arthropoda	Insecta	Diptera	Tachinidae	Exorista	Exorista sabahensis
AB707767.1	100	99	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	Nihonogomphus	Nihonogomphus viridis
AB707768.1	99.398	99	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	Nihonogomphus	Nihonogomphus viridis
AB707922.1	100	99	Eukaryota	Arthropoda	Insecta	Odonata	Corduliidae	Macromidia	Macromidia ishidai
AB711598.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Polymitarcyidae	Ephoron	Ephoron shigae
AB711633.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Polymitarcyidae	Ephoron	Ephoron eophilum
AB856930.1	100	99	Eukaryota	Arthropoda	Insecta	Psocoptera	Caeciliusidae	Valenzuela	Valenzuela oyamai
AB856939.1	100	99	Eukaryota	Arthropoda	Insecta	Psocoptera	Caeciliusidae	Valenzuela	Valenzuela badiostigma
AB856941.1	100	99	Eukaryota	Arthropoda	Insecta	Psocoptera	Caeciliusidae	Coryphosmila	Coryphosmila dolabrata
AB860071.1	100	99	Eukaryota	Arthropoda	Insecta	Odonata	Libellulidae	Orthetrum	Orthetrum chrysis
KU361233.1	100	99	Eukaryota	Arthropoda	Insecta	Odonata	Libellulidae	Orthetrum	Orthetrum chrysis
AB874297.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Polymitarcyidae	Ephoron	Ephoron shigae
AC008282.4	100	99	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
NG_032964.1	100	99	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
AC110540.7	100	99	Eukaryota	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus
AC091312.8	100	99	Eukaryota	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus
AC104845.2	100	99	Eukaryota	Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza	Oryza sativa
AP014967.1	100	99	Eukaryota	Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza	Oryza sativa
AC146766.2	100	99	Eukaryota	Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza	Oryza sativa
AC134449.3	100	99	Eukaryota	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus
AC145301.4	100	99	Eukaryota	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus
AC187614.2	100	99	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Pan	Pan troglodytes
AC188306.2	100	99	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Pongo	Pongo abelii
XM_009103199.3	100	99	Eukaryota	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica rapa
AC189261.2	100	99	Eukaryota	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica rapa
XM_009103198.3	100	99	Eukaryota	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica rapa
AC235342.1	100	99	Eukaryota	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycine	Glycine max
AC235899.2	100	99	Eukaryota	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycine	Glycine max
CP023757.1	100	99	Eukaryota	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum lycopersicum
AC239435.2	100	99	Eukaryota	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum lycopersicum
HG975513.1	100	99	Eukaryota	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum lycopersicum
CP023756.1	100	99	Eukaryota	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum lycopersicum
AC246204.4	100	99	Eukaryota	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum lycopersicum
AC254603.1	100	99	Eukaryota	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Capsella	Capsella rubella
CP003715.1	100	99	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis
CP023715.1	100	99	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis
NR_076177.1	100	99	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis
CP001722.1	100	99	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis
CP002850.1	100	99	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis
CP035712.1	100	99	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis
AF088897.1	100	99	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis
AF117351.1	100	99	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis
CP021053.1	100	99	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis
AE008692.2	100	99	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis
CP035713.1	100	99	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis
CP023682.1	100	99	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis
CP035711.1	100	99	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis
CP006818.1	100	99	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis
CP023677.1	100	99	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis
CP003709.1	100	99	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis
LR134299.1	100	99	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida
LT799039.1	100	99	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida
AE015451.2	100	99	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida
AE016822.1	100	99	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia	Leifsonia xyli
NR_076082.1	100	99	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia	Leifsonia xyli
CP050992.1	100	99	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium violaceum
LR134182.1	99.689	99	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium violaceum
CP024029.1	100	99	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium violaceum
CP024028.1	100	99	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium violaceum
AE016825.1	100	99	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium violaceum
AF038487.1	100	99	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Notemigonus	Notemigonus crysoleucas
KY426895.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena rostriformis
AY302247.1	99.187	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena rostriformis
KY426892.1	99.187	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena rostriformis
AF507047.1	99.187	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena rostriformis
JX099457.1	99.187	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena rostriformis
AF507048.1	99.187	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena rostriformis
AF038996.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena rostriformis
DQ333745.1	99.187	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena rostriformis
DQ333746.1	99.187	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena rostriformis
DQ333747.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena polymorpha
KY426898.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena polymorpha
KY426897.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena polymorpha
EF414464.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena polymorpha
DQ280038.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena polymorpha
AF507049.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena polymorpha
DQ333748.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena polymorpha
EF414465.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena polymorpha
EF414466.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena polymorpha
AF038997.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena polymorpha
KP052744.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena polymorpha
KY091877.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena polymorpha
AF038998.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Mytilopsis	Mytilopsis leucophaeata
EF414448.1	99.167	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Mytilopsis	Mytilopsis leucophaeata
AF507052.1	99.167	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Mytilopsis	Mytilopsis leucophaeata
AF507051.1	99.167	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Mytilopsis	Mytilopsis leucophaeata
KM406308.1	99.087	99	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Neogobius	Neogobius nigricans
AF067270.1	100	99	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Neogobius	Neogobius nigricans
AF067271.1	100	99	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Gobius	Gobius paganellus
AF067274.1	100	99	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Padogobius	Padogobius martensii
AF067279.1	100	99	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Zebrus	Zebrus zebrus
AF081851.1	100	99	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Mylocheilus	Mylocheilus caurinus
EF458408.1	100	99	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Mylocheilus	Mylocheilus caurinus
AF152022.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Corbiculidae	Corbicula	Corbicula africana
AF152023.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Corbiculidae	Corbicula	Corbicula australis
AF152025.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Corbiculidae	Cyanocyclas	Cyanocyclas limosa
AY957840.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Sphaeriidae	Pisidium	Pisidium milium
DQ062625.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Sphaeriidae	Pisidium	Pisidium milium
AF152028.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Sphaeriidae	Pisidium	Pisidium milium
AY957841.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Sphaeriidae	Pisidium	Pisidium milium
AY957849.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Sphaeriidae	Pisidium	Pisidium milium
AY093564.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Sphaeriidae	Pisidium	Pisidium milium
AY957845.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Sphaeriidae	Pisidium	Pisidium milium
AF154778.1	99.387	99	Eukaryota	Arthropoda	Insecta	Diptera	Syrphidae	Eristalinus	Eristalinus punctulatus
AF154776.1	100	99	Eukaryota	Arthropoda	Insecta	Diptera	Syrphidae	Eristalinus	Eristalinus punctulatus
AF154777.1	99.387	99	Eukaryota	Arthropoda	Insecta	Diptera	Syrphidae	Eristalinus	Eristalinus punctulatus
L33389.1	100	99	Eukaryota	Chordata	Aves	Podicipediformes	Podicipedidae	Podiceps	Podiceps auritus
AF173567.1	100	99	Eukaryota	Chordata	Aves	Podicipediformes	Podicipedidae	Podiceps	Podiceps auritus
L33369.1	100	99	Eukaryota	Chordata	Aves	Ciconiiformes	Balaenicipitidae	Balaeniceps	Balaeniceps rex
AF173569.1	100	99	Eukaryota	Chordata	Aves	Ciconiiformes	Balaenicipitidae	Balaeniceps	Balaeniceps rex
GU071053.1	100	99	Eukaryota	Chordata	Aves	Ciconiiformes	Balaenicipitidae	Balaeniceps	Balaeniceps rex
AF177134.1	100	99	Eukaryota	Arthropoda	Insecta	Diptera	Tephritidae	Strauzia	Strauzia vittigera
AF177135.1	100	99	Eukaryota	Arthropoda	Insecta	Diptera	Tephritidae	Strauzia	Strauzia intermedia
EF041528.1	100	99	Eukaryota	Arthropoda	Insecta	Mecoptera	Panorpodidae	Panorpodes	Panorpodes pulcher
AF180062.1	100	99	Eukaryota	Arthropoda	Insecta	Mecoptera	Panorpodidae	Panorpodes	Panorpodes pulcher
AF202802.1	100	99	Eukaryota	Chordata	Aves	Passeriformes	Corvidae	Cyanocitta	Cyanocitta stelleri
AF212052.1	100	99	Eukaryota	Arthropoda	Insecta	Orthoptera	Rhaphidophoridae	Ceuthophilus	Ceuthophilus elegans
AF266053.1	100	99	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	Onychogomphus	Onychogomphus forcipatus
EU477670.1	100	99	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	Onychogomphus	Onychogomphus forcipatus
KX890788.1	100	99	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	Onychogomphus	Onychogomphus uncatus
AF266054.1	100	99	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	Onychogomphus	Onychogomphus uncatus
EU477671.1	100	99	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	Onychogomphus	Onychogomphus uncatus
AF266075.1	100	99	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	Onychogomphus	Onychogomphus forcipatus
EU477669.1	100	99	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	Onychogomphus	Onychogomphus forcipatus
AF288091.2	100	99	Eukaryota	unknown	Bigyra	Thraustochytrida	Thraustochytriaceae	Thraustochytrium	Thraustochytrium aureum
JX099439.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Congeria	Congeria kusceri
JQ348915.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Congeria	Congeria kusceri
AF320601.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Congeria	Congeria kusceri
JX099450.1	99.174	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Congeria	Congeria kusceri
AF324191.1	100	99	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY098837.1	100	99	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius sanguinolentus
AY345187.1	100	99	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius sanguinolentus
AY345189.1	100	99	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius sanguinolentus
AF428241.1	100	99	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius sanguinolentus
AF324193.1	100	99	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius sanguinolentus
AY345188.1	100	99	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius sanguinolentus
JQ697271.1	99.545	99	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius tentacularis
AF324194.1	100	99	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius tentacularis
AY098838.1	99.091	99	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius tentacularis
JQ697270.1	99.091	99	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius tentacularis
AY098839.1	99.091	99	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius tentacularis
AF324519.1	100	99	Eukaryota	Arthropoda	Insecta	Hemiptera	Reduviidae	Rhodnius	Rhodnius prolixus
AF324528.1	100	99	Eukaryota	Arthropoda	Insecta	Hemiptera	Reduviidae	Triatoma	Triatoma patagonica
AY035464.1	100	99	Eukaryota	Arthropoda	Insecta	Hemiptera	Reduviidae	Triatoma	Triatoma patagonica
AF325131.1	100	99	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AF325132.1	100	99	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus patulus
AF335993.2	100	99	Eukaryota	Arthropoda	Insecta	Thysanoptera	Thripidae	Thrips	Thrips imaginis
AF339359.1	100	99	Eukaryota	Chordata	Aves	Pelecaniformes	Threskiornithidae	Platalea	Platalea alba
AF373591.1	100	99	Eukaryota	Chordata	Aves	Pelecaniformes	Phalacrocoracidae	Nannopterum	Nannopterum auritus
AF491069.1	100	99	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Elacatinus	Elacatinus chancei
AF491109.1	100	99	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Microgobius	Microgobius erectus
AF491110.1	100	99	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Microgobius	Microgobius erectus
AF491120.1	100	99	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Vanneaugobius	Vanneaugobius pruvoti
KY426896.1	99.18	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena rostriformis
KY426891.1	99.167	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Mytilopsis	Mytilopsis leucophaeata
AJ231162.1	100	99	Eukaryota	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Coptocephala	Coptocephala scopolina
EU853292.1	100	99	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Squalius	Squalius cephalus
AJ247055.1	100	99	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Squalius	Squalius cephalus
EU853291.1	99.545	99	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Squalius	Squalius cephalus
AJ247058.1	100	99	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Telestes	Telestes muticellus
EU853288.1	100	99	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Telestes	Telestes muticellus
DQ447709.1	99.537	99	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Chondrostoma	Chondrostoma soetta
AJ247060.1	100	99	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Chondrostoma	Chondrostoma soetta
AJ548762.1	99.16	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Chamelea	Chamelea gallina
AJ294946.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Chamelea	Chamelea gallina
