qseqid	pident	min_pident	K	P	C	O	F	G	S
EU307877.1	99.545	99	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus glanis
AY742528.1	97.273	96.727	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis macrochirus
AY742527.1	97.273	96.727	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis macrochirus
CP046172.1	99.723	98.723	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia farcinica
AB205420.1	95.327	94.327	Eukaryota	Chordata	Actinopteri	Scombriformes	Scombridae	Euthynnus	Euthynnus alletteratus
AF173567.1	95.631	94.631	Eukaryota	Chordata	Aves	Podicipediformes	Podicipedidae	Podiceps	Podiceps cristatus
L33389.1	95.631	94.631	Eukaryota	Chordata	Aves	Podicipediformes	Podicipedidae	Podiceps	Podiceps cristatus
FJ655267.1	100	99	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Rutilus rutilus
FJ655266.1	100	99	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Rutilus rutilus
FJ655265.1	100	99	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Rutilus rutilus
LC098590.1	99.541	99	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus asotus
LC520058.1	99.541	99	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus asotus
MH301073.1	100	99	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus salmoides
MH301070.1	100	99	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus salmoides
AY742545.1	100	99	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus salmoides
MH301071.1	100	99	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus salmoides
HQ391897.1	100	99	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus salmoides
MH301072.1	100	99	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus salmoides
AY742544.1	100	99	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus salmoides
FJ861706.1	100	99	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus salmoides
CP030929.1	100	99	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Aurantimicrobium	Aurantimicrobium minutum
MG182051.1	100	99	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia sp. NIES-3581
NC_037990.1	100	99	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia sp. NIES-3581
EF434607.1	97.778	97.056	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia palea
CP031968.1	100	99	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium haemolyticum
CP029823.1	99.183	98.183	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces antimycoticus
CP016640.1	100	99	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium tokaiense
CP050192.1	100	99	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium anyangense
AP022871.1	98.645	97.645	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Phytohabitans	Phytohabitans flavus
AP022870.1	98.645	97.645	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Phytohabitans	Phytohabitans suffuscus
EU559110.1	100	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Sphaeriidae	Pisidium	Pisidium nitidum
DQ062644.1	99.187	99	Eukaryota	Mollusca	Bivalvia	Veneroida	Sphaeriidae	Pisidium	Pisidium subtruncatum
AY345202.1	99.543	98.543	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345193.1	99.543	98.543	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345194.1	100	99	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AF428238.1	100	99	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345204.1	100	99	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345192.1	100	99	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345201.1	99.543	98.543	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345195.1	99.543	98.543	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345205.1	99.543	98.543	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345198.1	100	99	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345200.1	99.543	98.543	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345199.1	100	99	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345190.1	99.087	98.087	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AF428239.1	99.543	98.543	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345191.1	99.087	98.087	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345203.1	99.543	98.543	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345197.1	99.087	98.087	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
DQ160200.1	96.804	96.26	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius ruber
AY098835.1	96.818	95.818	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius ruber
DQ160199.1	96.347	95.804	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius ruber
DQ160198.1	96.804	96.26	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius ruber
AY141415.1	95.434	94.89	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius ruber
DQ160205.1	96.364	95.364	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius gattorugine
DQ160204.1	96.818	96.26	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius gattorugine
AY098834.1	96.818	95.818	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius gattorugine
FJ465733.1	97.717	97.174	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Salaria	Salaria fluviatilis
MF326974.1	100	99	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Lampsilis	Lampsilis radiata
HM246162.1	99.167	98.167	Eukaryota	Arthropoda	Insecta	Thysanoptera	Thripidae	Thrips	Thrips tabaci
KF226724.1	96.927	95.927	Eukaryota	unknown	Oomycota	Saprolegniales	Saprolegniaceae	Saprolegnia	Saprolegnia ferax
JN035719.1	96.078	95.078	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus sp. Nevada
AJ748693.1	100	99	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus sp. Nevada
AB026615.1	97.531	96.531	Eukaryota	Arthropoda	Insecta	Hemiptera	Hermatobatidae	Hermatobates	Hermatobates djiboutensis
KY815358.1	98.174	97.174	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Ambloplites	Ambloplites ariommus
KY660677.1	98.174	97.174	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Ambloplites	Ambloplites ariommus
DQ532837.1	97.717	96.717	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Ambloplites	Ambloplites ariommus
AY742515.1	98.174	97.174	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Ambloplites	Ambloplites ariommus
AY742512.1	98.174	97.174	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Ambloplites	Ambloplites rupestris
AY742520.1	98.182	97.182	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Enneacanthus	Enneacanthus gloriosus
AY742519.1	98.182	97.182	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Enneacanthus	Enneacanthus obesus
JX567603.1	96.818	95.818	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis humilis
JX567607.1	97.727	96.727	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis humilis
JN389795.2	97.273	96.273	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis humilis
JX536256.1	97.273	96.273	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis humilis
KM435028.1	97.129	96.129	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis humilis
AY742530.1	97.273	96.273	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis humilis
JX536255.1	97.273	96.273	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis humilis
KP013118.1	97.273	96.273	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis humilis
AY430246.1	95.023	94.023	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis humilis
MF621714.1	97.273	96.273	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis humilis
JX567604.1	97.273	96.273	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis humilis
JX536254.1	97.273	96.273	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis humilis
JX567605.1	96.818	95.818	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis humilis
JX567606.1	97.273	96.273	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis humilis
AP005993.1	97.273	96.273	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis humilis
MF621712.1	97.273	96.273	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis humilis
MF621713.1	97.273	96.273	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis humilis
AY742529.1	97.273	96.273	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis humilis
AY742532.1	98.174	97.174	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis marginatus
AY742533.1	97.717	96.717	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis marginatus
AY742531.1	98.174	97.174	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis megalotis
MF621732.1	98.182	97.182	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis miniatus
MH301069.1	97.727	96.727	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis miniatus
AP014537.1	100	99	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus floridanus
AY254568.1	100	99	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus floridanus
MF621710.1	99.083	99	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus punctulatus
KM435031.1	99.043	99	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus punctulatus
AY742542.1	99.083	99	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus punctulatus
AB378750.1	99.083	99	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus punctulatus
MF621711.1	99.083	99	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus punctulatus
AB378749.1	99.083	99	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus punctulatus
AY742543.1	99.083	99	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus punctulatus
HQ731429.1	99.083	99	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus punctulatus
HM003961.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Callibaetis	Callibaetis sp. EP020
HM003957.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Callibaetis	Callibaetis sp. EP020
HM003955.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Callibaetis	Callibaetis sp. EP020
HM003973.1	100	99	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Callibaetis	Callibaetis sp. EP020
AF212055.1	99.383	98.383	Eukaryota	Arthropoda	Insecta	Orthoptera	Rhaphidophoridae	Ceuthophilus	Ceuthophilus gracilipes
AP011067.1	100	99	Eukaryota	Chordata	Actinopteri	Scombriformes	Nomeidae	Psenes	Psenes pellucidus
AB205424.1	100	99	Eukaryota	Chordata	Actinopteri	Scombriformes	Nomeidae	Psenes	Psenes pellucidus
KU376178.1	95.902	95.721	Eukaryota	Mollusca	Bivalvia	Veneroida	Sphaeriidae	Pisidium	Pisidium compressum
KF483313.1	95.902	95.721	Eukaryota	Mollusca	Bivalvia	Veneroida	Sphaeriidae	Pisidium	Pisidium compressum
CP015518.1	98.91	97.91	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	Pelobacter carbinolicus
CP015455.1	99.183	98.183	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	Pelobacter carbinolicus
CP009788.1	99.183	98.183	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter metallireducens
CP001089.1	97.003	96.003	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	Pelobacter propionicus
NR_076583.1	97.003	96.003	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	Pelobacter propionicus
CP001392.1	98.442	97.442	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax sp. JS42
NR_076459.1	97.003	96.003	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter lovleyi
CP000482.1	97.003	96.003	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter lovleyi
CP000539.1	98.442	97.442	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax ebreus
CP041203.1	100	99	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	Cellulomonas flavigena
CP040694.1	96.067	95.067	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Riemerella	Riemerella anatipestifer
CP034120.1	98.343	97.343	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	Fluviicola	Fluviicola taffensis
