qseqid	pident	min_pident	K	P	C	O	F	G	S
AP022586.1	99.73	94.73	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium litorale
AP022600.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium tokaiense
AP022605.1	99.73	94.73	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium doricum
AP022617.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium monacense
AP022620.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium anyangense
AP022868.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
AY523645.1	99.167	94.167	Eukaryota	Arthropoda	Insecta	Thysanoptera	Thripidae	Thrips	Thrips tabaci
AY523653.1	99.167	94.167	Eukaryota	Arthropoda	Insecta	Thysanoptera	Thripidae	Thrips	Thrips tabaci
AY583112.1	99.545	94.545	Eukaryota	Chordata	Actinopteri	Perciformes	Hexagrammidae	Hexagrammos	Hexagrammos otakii
BX648271.1	100	95	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
BX649148.1	100	95	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
CP000384.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. MCS
CP000518.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. KMS
CP000580.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. JLS
CP000605.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
CP001630.1	99.729	94.729	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinosynnema	Actinosynnema mirum
CP001867.1	99.187	94.187	Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Geodermatophilus	Geodermatophilus obscurus
CP002286.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
CP002794.1	99.731	94.731	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
CP006741.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
CP006936.2	100	95	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium neoaurum
CP009914.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. VKM Ac-1817D
CP010453.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
CP011022.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Arthrobacter sp. SLBN-53
CP011269.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium fortuitum
CP011964.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
CP013673.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
CP014313.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. PAMC 28756
CP015596.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. YC-RL4
CP015603.1	100	95	Bacteria	Actinobacteria	unknown	unknown	unknown	unknown	Actinobacteria bacterium IMCC25003
CP015604.1	100	95	Bacteria	Actinobacteria	unknown	unknown	unknown	unknown	Actinobacteria bacterium IMCC26103
CP015605.1	100	95	Bacteria	Actinobacteria	unknown	unknown	unknown	unknown	Actinobacteria bacterium IMCC19121
CP016019.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
CP016640.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. djl-10
CP016769.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Candidatus Planktophila	Candidatus Planktophila lacus
CP016770.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Candidatus Planktophila	Candidatus Planktophila dulcis
CP016772.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Candidatus Planktophila	Candidatus Planktophila dulcis
CP016773.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Candidatus Planktophila	Candidatus Planktophila sulfonica
CP016774.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Candidatus Planktophila	Candidatus Planktophila versatilis
CP016775.1	99.723	94.723	Bacteria	Actinobacteria	Actinobacteria	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Candidatus Planktophila	Candidatus Planktophila versatilis
CP016776.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Candidatus Planktophila	Candidatus Planktophila vernalis
CP016777.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Candidatus Planktophila	Candidatus Planktophila dulcis
CP016778.1	99.723	94.723	Bacteria	Actinobacteria	Actinobacteria	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Candidatus Planktophila	Candidatus Planktophila versatilis
CP016780.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Candidatus Planktophila	Candidatus Planktophila lacus
CP016781.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Candidatus Planktophila	Candidatus Planktophila versatilis
CP016782.1	99.723	94.723	Bacteria	Actinobacteria	Actinobacteria	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Candidatus Planktophila	Candidatus Planktophila limnetica
CP016783.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Candidatus Planktophila	Candidatus Planktophila lacus
CP018134.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium paludicola
CP019070.1	100	95	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	unknown	Arcobacter sp. LPB0137
CP020026.1	100	95	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unknown	Rhodocyclaceae bacterium
CP023445.1	99.729	94.729	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinosynnema	Actinosynnema pretiosum
CP023449.1	100	95	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhabdus	Rhizorhabdus dicambivorans
CP025117.1	100	95	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Olleya	Olleya sp. Bg11-27
CP025118.1	99.169	94.169	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lacinutrix	Lacinutrix sp. Bg11-31
CP025119.1	99.721	94.721	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp. ALD11
CP025299.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium hominis
CP025422.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Zhihengliuella	Zhihengliuella sp. ISTPL4
CP026999.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
CP027434.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. str. 'China'
CP027929.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. SGAir0570
CP029331.1	100	95	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	Thauera hydrothermalis
CP029607.1	99.729	94.729	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinosynnema	Actinosynnema pretiosum
CP031133.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
CP031414.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium neoaurum
CP031421.1	99.185	94.185	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium oleivorans
CP032363.1	100	95	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter peruensis
CP033784.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium jeikeium
CP034072.1	99.459	94.459	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. DL90
CP034089.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
CP034550.1	99.458	94.458	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharothrix	Saccharothrix syringae
CP034753.1	99.18	94.18	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	Agromyces sp. LHK192
CP036403.1	99.446	94.446	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Ornithinimicrobium	Ornithinimicrobium sp. HY006
CP038799.1	99.459	94.459	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium frederiksbergense
CP039451.1	100	95	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Psychroserpens	Psychroserpens sp. NJDZ02
CP040235.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
CP040508.1	99.451	94.451	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Rhodoluna	Rhodoluna limnophila
CP040509.1	99.451	94.451	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Rhodoluna	Rhodoluna limnophila
CP040510.1	99.451	94.451	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Rhodoluna	Rhodoluna limnophila
CP043002.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
CP043430.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. 1S1
CP044427.1	99.446	94.446	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Serinicoccus	Serinicoccus sp. W204
CP045245.1	99.169	94.169	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	Cellulomonas sp. JZ18
CP046514.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
CP047030.1	99.169	94.169	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Algibacter	Algibacter sp. L3A6
CP048001.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
CP049107.1	100	95	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. MK52
CP050192.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. DL592
CR627439.1	100	95	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
CR627446.1	100	95	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
DQ077947.1	100	95	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Rutilus rutilus
DQ077948.1	100	95	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Rutilus rutilus
DQ077950.1	100	95	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Rutilus rutilus
DQ077951.1	100	95	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Rutilus rutilus
DQ464926.1	100	95	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Carassius auratus
EF051614.1	100	95	Eukaryota	Arthropoda	Ostracoda	Podocopida	Cyprididae	Heterocypris	Heterocypris incongruens
EF434607.1	100	95	Eukaryota	unknown	Dinophyceae	Peridiniales	Kryptoperidiniaceae	Durinskia	Durinskia baltica
EF483931.1	99.55	94.55	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Carassius auratus
EU009397.1	100	95	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas platyrhynchos
EU477711.1	100	95	Eukaryota	Arthropoda	Insecta	Odonata	Corduliidae	Epitheca	Epitheca marginata
EU518636.1	99.296	94.296	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Pyganodon	Pyganodon grandis
EU755252.1	100	95	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas platyrhynchos
EU755253.1	100	95	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas platyrhynchos
EU755254.1	99.528	94.528	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Cairina	Cairina moschata
EU795161.1	99.18	94.18	Bacteria	unknown	unknown	unknown	unknown	unknown	uncultured bacterium GRIST23
EU795167.1	99.18	94.18	Bacteria	unknown	unknown	unknown	unknown	unknown	uncultured bacterium 2.6_D6
EU848449.1	99.087	94.087	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Cheilodactylidae	Nemadactylus	Nemadactylus valenciennesi
EU848457.1	100	95	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Cheilodactylidae	Nemadactylus	Nemadactylus macropterus
EU853296.1	99.548	94.548	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Rutilus aula
FJ167857.1	100	95	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas platyrhynchos
FJ655265.1	100	95	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Cyprinus carpio
FJ655266.1	100	95	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Cyprinus carpio
FJ655267.1	100	95	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Cyprinus carpio
FO117623.1	99.187	94.187	Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Blastococcus	Blastococcus saxobsidens
FO203431.1	99.187	94.187	Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Modestobacter	Modestobacter marinus
FP929034.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
GQ406258.1	100	95	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Onychostoma	Onychostoma macrolepis
GQ406268.1	100	95	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Leuciscus leuciscus
GQ406271.1	100	95	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Rutilus rutilus
GQ903706.1	100	95	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	unknown	Carassius auratus x Megalobrama amblycephala triploid hybrid
GU138989.1	100	95	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Carassius gibelio
GU170401.1	100	95	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Carassius gibelio
GU186888.1	100	95	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	unknown	Carassius auratus x Cyprinus carpio
GU385217.1	100	95	Eukaryota	Porifera	Demospongiae	Spongillida	Lubomirskiidae	Lubomirskia	Lubomirskia baikalensis
GU942930.1	100	95	unknown	unknown	unknown	unknown	unknown	unknown	uncultured organism
HE804045.1	99.729	94.729	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharothrix	Saccharothrix espanaensis
HM010684.1	100	95	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas platyrhynchos
HM246162.1	99.167	94.167	Eukaryota	Arthropoda	Insecta	Thysanoptera	Thripidae	Megalurothrips	Megalurothrips sp. 1 YF-2010
HM536763.1	100	95	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Carassius sp. UAIC 14266.01
JF424154.1	100	95	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora purpeofusca
JF496197.1	100	95	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Carassius gibelio
JF496198.1	100	95	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Carassius gibelio
JN378735.1	100	95	Eukaryota	Bacillariophyta	Bacillariophyceae	unknown	unknown	unknown	Endosymbiont of Durinskia baltica
JQ302309.1	99.038	94.038	Eukaryota	Porifera	Demospongiae	Spongillida	Lubomirskiidae	Rezinkovia	Rezinkovia echinata
JQ302310.1	100	95	Eukaryota	Porifera	Demospongiae	Spongillida	Lubomirskiidae	Baikalospongia	Baikalospongia intermedia
JX099455.1	100	95	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Mytilopsis	Mytilopsis sallei
JX155863.1	100	95	Eukaryota	Chordata	Aves	Charadriiformes	Laridae	Larus	Larus brunnicephalus
KC429304.1	100	95	Eukaryota	Mollusca	Bivalvia	Veneroida	Tellinidae	Scissula	Scissula similis
KC466567.1	100	95	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas poecilorhyncha
KC614004.1	100	95	Eukaryota	Chordata	Aves	Gruiformes	Rallidae	Laterallus	Laterallus exilis
KC614006.1	100	95	Eukaryota	Chordata	Aves	Gruiformes	Rallidae	Anurolimnas	Anurolimnas fasciatus
KC984222.1	100	95	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas platyrhynchos
KF156760.1	100	95	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas poecilorhyncha
KF256867.1	100	95	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	Lamelligomphus	Lamelligomphus ringens
KF751616.1	100	95	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas poecilorhyncha
KF908854.1	100	95	Eukaryota	Chordata	Aves	Galliformes	Phasianidae	Gallus	Gallus gallus
KF908858.1	99.524	94.524	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas platyrhynchos
KF908859.1	100	95	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas platyrhynchos
KJ128680.1	99.07	94.07	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Blicca	Blicca bjoerkna
KJ128683.1	99.07	94.07	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Vimba	Vimba vimba
KJ128809.1	99.091	94.091	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Squalius	Squalius cephalus
KJ128883.1	99.091	94.091	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Rutilus rutilus
KJ128884.1	100	95	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Rutilus rutilus
KJ169568.1	100	95	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Aix	Aix galericulata
KJ192328.1	99.038	94.038	Eukaryota	Porifera	Demospongiae	Spongillida	Lubomirskiidae	Baikalospongia	Baikalospongia bacillifera
KJ476998.1	100	95	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Carassius auratus
KJ637997.1	99.524	94.524	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas platyrhynchos
KJ689447.1	100	95	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas platyrhynchos
KJ710708.1	100	95	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Aythya	Aythya ferina
KJ722069.1	99.526	94.526	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Aythya	Aythya fuligula
KJ739616.1	100	95	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas platyrhynchos
KJ778676.1	100	95	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas platyrhynchos
KJ794187.1	100	95	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Tadorna	Tadorna tadorna
KJ833586.1	100	95	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas platyrhynchos
KJ833587.1	100	95	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas platyrhynchos
KJ874428.1	100	95	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Carassius auratus
KJ874429.1	100	95	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Carassius auratus
KJ883269.1	100	95	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas platyrhynchos
KM577662.1	99.515	94.515	Eukaryota	Chordata	Aves	Charadriiformes	Laridae	Chroicocephalus	Chroicocephalus ridibundus
KM659025.1	100	95	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Carassius auratus
KR153503.1	100	95	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Cheilodactylidae	Cheilodactylus	Cheilodactylus nigripes
KR362879.1	100	95	Eukaryota	Chordata	Actinopteri	Perciformes	Hexagrammidae	Hexagrammos	Hexagrammos otakii
KR476838.1	100	95	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Carassius carassius
KR476884.1	100	95	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Rutilus rutilus
KR476899.1	100	95	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Squalius	Squalius cephalus
KR476903.1	99.07	94.07	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Vimba	Vimba vimba
KR476918.1	99.07	94.07	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Blicca	Blicca bjoerkna
KR476966.1	100	95	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Rutilus rutilus
KR476980.1	100	95	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Squalius	Squalius cephalus
