qseqid	pident	min_pident	K	P	C	O	F	G	S
GQ466406.1	79.048	69.048	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
KX364936.1	76.923	66.923	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
GQ203160.1	78.302	68.302	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
FJ230772.1	79.048	69.048	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AJ748702.1	75	65	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AM180756.1	76.19	66.19	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
FJ230777.1	79.245	69.245	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
FJ426631.1	79.048	69.048	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
FJ230773.1	79.245	69.245	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AY647206.1	78.095	68.095	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
EU046259.1	78.302	68.302	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AM040261.1	73.077	63.077	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
GQ203154.1	79.245	69.245	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
EU046250.1	72.816	62.816	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
GQ203181.1	78.302	68.302	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
EU046264.1	77.358	67.358	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
GQ203157.1	79.245	69.245	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AJ748693.1	77.885	67.885	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
JN035823.1	76.923	66.923	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
KM051966.1	75.238	65.238	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
JN035691.1	72.816	62.816	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AY647200.1	73.077	63.077	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
EU046253.1	75.962	65.962	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AM040260.1	79.439	69.439	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
JN035646.1	72.816	62.816	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
GQ894748.1	76.19	66.19	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AY647198.1	72.816	62.816	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
FJ230779.1	79.245	69.245	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
KC603851.1	78.302	68.302	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AJ748703.1	72.816	62.816	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
JN035779.1	75.962	65.962	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
EU046256.1	78.302	68.302	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
JN035725.1	72.816	62.816	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
KM051969.1	78.095	68.095	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
GQ894749.1	75	65	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
GQ894751.1	72.816	62.816	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AM292537.1	75.238	65.238	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AM292538.1	76.19	66.19	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
KM051967.1	75.962	65.962	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AM180760.1	75.962	65.962	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
FJ230778.1	77.57	67.57	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
EU046258.1	78.302	68.302	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AM040259.1	72.816	62.816	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
EU046255.1	76.19	66.19	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
EU046262.1	74.528	64.528	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AM040257.1	78.302	68.302	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
FJ426636.1	80.952	70.952	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
GQ894755.1	75.238	65.238	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
KJ489417.1	81.132	71.132	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AY647203.1	77.885	67.885	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
JN035723.1	72.816	62.816	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AM180759.1	77.143	67.143	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AJ748699.1	76.923	66.923	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
KM051964.1	78.095	68.095	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AY647199.1	72.816	62.816	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
EU046257.1	78.302	68.302	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
GQ894752.1	72.816	62.816	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
EU046261.1	74.528	64.528	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AJ748704.1	72.816	62.816	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AM180757.1	76.19	66.19	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AY647204.1	78.302	68.302	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
JN035841.1	76.923	66.923	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
JN035736.1	75.962	65.962	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
JN035655.1	72.816	62.816	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
MN417951.1	80	70	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AJ748706.1	75.962	65.962	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
KM051965.1	75.238	65.238	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
EU046263.1	74.528	64.528	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
JN035900.1	78.302	68.302	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
KM051968.1	75.962	65.962	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
JN035714.1	72.816	62.816	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
GQ894754.1	73.077	63.077	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AY647202.1	73.077	63.077	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
JN035719.1	73.786	63.786	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
JN035729.1	75.962	65.962	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
GQ894750.1	76.923	66.923	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
JN035724.1	72.816	62.816	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
JN035662.1	72.816	62.816	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
KM051974.1	77.885	67.885	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
FJ426634.1	70.476	60.476	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
EU046254.1	76.923	66.923	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
JN035898.1	76.19	66.19	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
JN035819.1	76.923	66.923	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
EU046251.1	72.816	62.816	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AJ748695.1	76.19	66.19	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
KM051970.1	77.885	67.885	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AF364508.1	76.923	66.923	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AJ748701.1	74.528	64.528	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
JN035647.1	72.816	62.816	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
FJ426633.1	78.302	68.302	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AM180761.1	73.077	63.077	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
KM051962.1	73.077	63.077	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
FJ426639.1	76.19	66.19	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
KM051975.1	78.899	68.899	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
FJ426640.1	75.472	65.472	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AJ748698.1	78.302	68.302	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
FJ426632.1	77.57	67.57	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
AY647201.1	75.962	65.962	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
KM051971.1	77.885	67.885	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
KM051972.1	77.885	67.885	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
FJ426637.1	77.143	67.143	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
FJ426638.1	68.142	58.142	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus patulus
KF438113.1	92.053	82.053	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Labiobaetis	Labiobaetis sp. BMNH 704637
CP034879.1	69.091	59.091	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium falciparum
CP046689.1	67.857	57.857	Eukaryota	Streptophyta	Magnoliopsida	Vitales	Vitaceae	Vitis	Vitis vinifera
CP046700.1	67.857	57.857	Eukaryota	Streptophyta	Magnoliopsida	Vitales	Vitaceae	Vitis	Vitis vinifera
CP047562.1	70.536	60.536	Eukaryota	Streptophyta	Magnoliopsida	Vitales	Vitaceae	Vitis	Vitis vinifera
CP025644.1	66.387	56.387	Eukaryota	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	Lotus japonicus
LR131380.1	66.949	56.949	Eukaryota	Chordata	Actinopteri	Perciformes	Serranidae	Plectropomus	Plectropomus leopardus
LR131491.1	66.949	56.949	Eukaryota	Chordata	Actinopteri	Perciformes	Serranidae	Plectropomus	Plectropomus leopardus
LR131316.1	66.949	56.949	Eukaryota	Chordata	Actinopteri	Perciformes	Serranidae	Plectropomus	Plectropomus leopardus
LR131364.1	66.949	56.949	Eukaryota	Chordata	Actinopteri	Perciformes	Serranidae	Plectropomus	Plectropomus leopardus
LN999945.1	66.949	56.949	Eukaryota	Chordata	Actinopteri	Perciformes	Serranidae	Plectropomus	Plectropomus leopardus
LR131396.1	66.949	56.949	Eukaryota	Chordata	Actinopteri	Perciformes	Serranidae	Plectropomus	Plectropomus leopardus
LR129696.1	66.949	56.949	Eukaryota	Chordata	Actinopteri	Perciformes	Serranidae	Plectropomus	Plectropomus leopardus
LR131332.1	66.949	56.949	Eukaryota	Chordata	Actinopteri	Perciformes	Serranidae	Plectropomus	Plectropomus leopardus
LR131348.1	66.949	56.949	Eukaryota	Chordata	Actinopteri	Perciformes	Serranidae	Plectropomus	Plectropomus leopardus
LR131460.1	66.949	56.949	Eukaryota	Chordata	Actinopteri	Perciformes	Serranidae	Plectropomus	Plectropomus leopardus
LR131412.1	66.949	56.949	Eukaryota	Chordata	Actinopteri	Perciformes	Serranidae	Plectropomus	Plectropomus leopardus
LR131475.1	66.949	56.949	Eukaryota	Chordata	Actinopteri	Perciformes	Serranidae	Plectropomus	Plectropomus leopardus
LR131428.1	66.949	56.949	Eukaryota	Chordata	Actinopteri	Perciformes	Serranidae	Plectropomus	Plectropomus leopardus
LR131300.1	66.949	56.949	Eukaryota	Chordata	Actinopteri	Perciformes	Serranidae	Plectropomus	Plectropomus leopardus
CP017001.1	66.949	56.949	Eukaryota	Chordata	Actinopteri	Perciformes	Serranidae	Plectropomus	Plectropomus leopardus
LR131444.1	66.949	56.949	Eukaryota	Chordata	Actinopteri	Perciformes	Serranidae	Plectropomus	Plectropomus leopardus
LT963424.1	66.949	56.949	Eukaryota	Chordata	Actinopteri	Perciformes	Serranidae	Plectropomus	Plectropomus leopardus
CP024905.1	89.912	79.912	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. CCGE1003
CP007268.1	63.898	53.898	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocystis	Thiocystis violascens
CP032252.1	65.833	55.833	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae
CP042425.1	65.244	55.244	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia pickettii
LR778315.1	64.486	58.269	Eukaryota	Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza	Oryza sativa
LR761618.1	76.852	66.852	Eukaryota	Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza	Oryza sativa
CP032363.1	100	90	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	unknown	Arcobacter sp. LPB0137
CP002217.1	89.912	79.912	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia caledonica
AP022632.1	66.387	56.387	Eukaryota	Streptophyta	Magnoliopsida	Solanales	Convolvulaceae	Ipomoea	Ipomoea trifida
CP028425.1	97.799	87.799	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	Thauera hydrothermalis
CP020026.1	100	90	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	Thauera hydrothermalis
CP019070.1	100	90	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter peruensis
CP002542.1	98.343	88.343	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	Glaciecola sp. THG-3.7
NR_076848.1	98.343	88.343	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	Glaciecola sp. THG-3.7
CP006667.1	65.244	55.244	Bacteria	Planctomycetes	Planctomycetia	Gemmatales	Gemmataceae	Limnoglobus	Limnoglobus roseus
FJ426630.1	70.093	60.093	Eukaryota	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum tuberosum
AM432903.2	68.182	58.182	Eukaryota	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum pinnatisectum
LM525139.1	65.323	55.323	Eukaryota	Arthropoda	Insecta	Diptera	Streblidae	Trichobius	Trichobius caecus
HM124688.1	97.436	87.436	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Dosinia	Dosinia victoriae
HM124687.1	95.798	85.798	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Dosinia	Dosinia victoriae
DQ459289.1	96.61	86.61	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Eurhomalea	Eurhomalea lenticularis
AJ586466.1	88.333	78.333	Eukaryota	Mollusca	Bivalvia	Veneroida	Pharidae	Phaxas	Phaxas pellucidus
HF970469.1	90.833	80.833	Eukaryota	Mollusca	Bivalvia	Veneroida	Pharidae	Phaxas	Phaxas pellucidus
HF970465.1	90.833	80.833	Eukaryota	Mollusca	Bivalvia	Veneroida	Pharidae	Phaxas	Phaxas pellucidus
AJ586465.1	89.167	79.167	Eukaryota	Mollusca	Bivalvia	Veneroida	Pharidae	Phaxas	Phaxas pellucidus
DQ459272.1	96.61	86.61	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Tawera	Tawera spissa
DQ184718.1	96.61	86.61	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Tawera	Tawera spissa
MF115633.1	71.111	61.852	Eukaryota	Arthropoda	Ostracoda	Podocopida	Cyprididae	Heterocypris	Heterocypris barbara
AP018512.1	97.778	87.778	Eukaryota	unknown	Dinophyceae	Peridiniales	Kryptoperidiniaceae	Durinskia	Durinskia baltica
MH297491.1	98.056	88.056	Eukaryota	unknown	Dinophyceae	Peridiniales	Kryptoperidiniaceae	Durinskia	Durinskia baltica
KX400333.1	83.333	73.333	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400359.1	83.333	73.333	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400345.1	83.333	73.333	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400347.1	83.333	73.333	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400354.1	81.884	71.884	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400339.1	83.333	73.333	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400348.1	83.333	73.333	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400332.1	81.884	71.884	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
MF414414.1	82.609	72.609	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400344.1	83.333	73.333	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400340.1	83.333	73.333	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400542.1	81.56	71.56	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400315.1	82.609	72.609	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400355.1	83.333	73.333	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KC703400.1	82.609	72.609	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400313.1	82.609	72.609	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400361.1	82.609	72.609	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400312.1	82.609	72.609	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400358.1	83.333	73.333	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400353.1	83.333	73.333	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400307.1	82.609	72.609	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400343.1	83.333	73.333	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400337.1	83.333	73.333	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400301.1	82.609	72.609	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400334.1	83.333	73.333	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400350.1	83.333	73.333	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400356.1	83.333	73.333	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400338.1	83.333	73.333	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400317.1	82.609	72.609	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400357.1	83.333	73.333	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400318.1	82.609	72.609	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400308.1	82.609	72.609	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400330.1	82.609	72.609	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400328.1	82.609	72.609	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400329.1	82.609	72.609	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400342.1	83.333	73.333	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KX400360.1	82.609	72.609	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
KC703399.1	82.609	72.609	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta	Anodonta anatina
