qseqid	pident	min_pident	K	P	C	O	F	G	S
AF152023.1	97.561	97.561	Eukaryota	Mollusca	Bivalvia	Veneroida	Corbiculidae	Corbicula	Corbicula largillierti
NC_046410.1	99.18	99.18	Eukaryota	Mollusca	Bivalvia	Veneroida	Corbiculidae	Corbicula	Corbicula japonica
AY097258.1	99.153	99.153	Eukaryota	Mollusca	Bivalvia	Veneroida	Corbiculidae	Corbicula	Corbicula japonica
AB699949.1	95.152	95.152	Eukaryota	Arthropoda	Insecta	Diptera	Tachinidae	Exorista	Exorista hyalipennis
AB699946.1	95.152	95.152	Eukaryota	Arthropoda	Insecta	Diptera	Tachinidae	Exorista	Exorista sabahensis
KX890770.1	95.181	95.181	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	Nihonogomphus	Nihonogomphus viridis
KF256867.1	100	100	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	Onychogomphus	Onychogomphus viridicostus
AB918948.1	100	100	Eukaryota	Arthropoda	Insecta	Psocoptera	Caeciliusidae	Valenzuela	Valenzuela kamakurensis
LC098598.1	99.541	99.541	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus soldatovi
LC098601.1	99.541	99.541	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus soldatovi
LC098609.1	100	100	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus soldatovi
JX068847.1	98.624	98.624	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus soldatovi
JX087351.1	98.624	98.624	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus soldatovi
LC098612.1	100	100	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus soldatovi
JN116720.1	99.083	99.083	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus soldatovi
LC098597.1	99.541	99.541	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus soldatovi
DQ029054.1	100	100	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus soldatovi
MK895951.1	98.165	98.165	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus soldatovi
LC098602.1	100	100	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus soldatovi
LC098599.1	99.083	99.083	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus soldatovi
LC098610.1	99.541	99.541	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus soldatovi
JX068844.1	100	100	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus soldatovi
AB856931.1	100	100	Eukaryota	Arthropoda	Insecta	Psocoptera	Caeciliusidae	Valenzuela	Valenzuela flavidus
CP042180.1	100	100	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida
CP014963.1	99.728	99.728	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter sulfurreducens
MG570448.1	94.545	94.545	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Mylocheilus	Mylocheilus caurinus
MG570446.1	94.545	94.545	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Mylocheilus	Mylocheilus caurinus
KJ722069.1	100	100	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Aythya	Aythya americana
AP009194.1	95.631	95.631	Eukaryota	Chordata	Aves	Podicipediformes	Podicipedidae	Podiceps	Podiceps auritus
AF177135.1	98.78	98.78	Eukaryota	Arthropoda	Insecta	Diptera	Tephritidae	Strauzia	Strauzia vittigera
AF177134.1	98.78	98.78	Eukaryota	Arthropoda	Insecta	Diptera	Tephritidae	Strauzia	Strauzia intermedia
AF212052.1	93.21	93.21	Eukaryota	Arthropoda	Insecta	Orthoptera	Rhaphidophoridae	Ceuthophilus	Ceuthophilus latens
AY793561.1	99.383	99.383	Eukaryota	Arthropoda	Insecta	Orthoptera	Rhaphidophoridae	Ceuthophilus	Ceuthophilus latens
KX890730.1	100	100	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	Gomphus	Gomphus graslinii
EU477672.1	99.394	99.394	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	Onychogomphus	Onychogomphus forcipatus
HM449119.1	97.59	97.59	Eukaryota	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus americanus
MH300636.1	97.59	97.59	Eukaryota	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus americanus
MH300622.1	97.59	97.59	Eukaryota	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus americanus
U55843.1	100	100	Eukaryota	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus americanus
GU071054.1	96.117	96.117	Eukaryota	Chordata	Aves	Pelecaniformes	Phalacrocoracidae	Nannopterum	Nannopterum auritus
AY098830.1	100	100	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius parvicornis
EF414452.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena presbensis
EF414459.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena presbensis
EF414463.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena presbensis
EF414454.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena presbensis
KJ128883.1	99.091	99.091	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Parachondrostoma	Parachondrostoma toxostoma
DQ447688.1	97.685	97.685	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Telestes	Telestes muticellus
EU853296.1	99.548	99.548	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Sarmarutilus	Sarmarutilus rubilio
KR476883.1	97.738	97.738	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Sarmarutilus	Sarmarutilus rubilio
KR476965.1	97.738	97.738	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Sarmarutilus	Sarmarutilus rubilio
AY647203.1	100	100	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus plicatilis
EU046255.1	100	100	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus plicatilis
EU046262.1	100	100	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus plicatilis
EU046261.1	100	100	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus plicatilis
EU046263.1	100	100	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus plicatilis
AJ971735.1	96.575	96.575	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Labiobaetis	Labiobaetis vulgaris
AJ971772.1	94.872	94.872	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Cloeon	Cloeon durani
AJ971725.1	96.575	96.575	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Labiobaetis	Labiobaetis gilliesi
AJ971740.1	95.425	95.425	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Herbrossus	Herbrossus edmundsorum
AJ971738.1	95.425	95.425	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Guloptiloides	Guloptiloides gargantua
AJ971727.1	94.872	94.872	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Cloeon	Cloeon sp. BMNH 704132
HM637025.1	95.425	95.425	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Labiobaetis	Labiobaetis sp. BMNH 704637
HM636988.1	95.425	95.425	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Labiobaetis	Labiobaetis sp. BMNH 704637
HM637008.1	94.771	94.771	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Labiobaetis	Labiobaetis sp. BMNH 704637
HM636987.1	95.425	95.425	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Labiobaetis	Labiobaetis sp. BMNH 704637
HM637019.1	94.771	94.771	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Labiobaetis	Labiobaetis sp. BMNH 704637
HM637012.1	95.425	95.425	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Labiobaetis	Labiobaetis sp. BMNH 704637
HM637009.1	96.732	96.732	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Labiobaetis	Labiobaetis sp. BMNH 704637
HM637014.1	96.078	96.078	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Labiobaetis	Labiobaetis sp. BMNH 704637
HM637013.1	96.078	96.078	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Labiobaetis	Labiobaetis sp. BMNH 704637
HM637010.1	96.078	96.078	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Labiobaetis	Labiobaetis sp. BMNH 704637
HM636991.1	95.425	95.425	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Labiobaetis	Labiobaetis sp. BMNH 704637
HM636989.1	94.771	94.771	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Labiobaetis	Labiobaetis sp. BMNH 704637
HM636990.1	94.771	94.771	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Labiobaetis	Labiobaetis sp. BMNH 704637
HM637007.1	96.078	96.078	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Labiobaetis	Labiobaetis sp. BMNH 704637
AJ971743.1	96.026	96.026	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Labiobaetis	Labiobaetis sp. BMNH 704637
JN035898.1	100	100	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus sp. Almenara
DQ029055.1	95.023	95.023	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus glanis
CP014145.1	98.652	98.652	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Clavibacter	Clavibacter michiganensis
CP046172.1	99.723	99.723	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia farcinica
AB205420.1	95.327	95.327	Eukaryota	Chordata	Actinopteri	Scombriformes	Scombridae	Euthynnus	Euthynnus alletteratus
AF173567.1	95.631	95.631	Eukaryota	Chordata	Aves	Podicipediformes	Podicipedidae	Podiceps	Podiceps cristatus
L33389.1	95.631	95.631	Eukaryota	Chordata	Aves	Podicipediformes	Podicipedidae	Podiceps	Podiceps cristatus
FJ655267.1	100	100	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Rutilus rutilus
FJ655266.1	100	100	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Rutilus rutilus
FJ655265.1	100	100	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Rutilus rutilus
KR476903.1	100	100	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Vimba	Vimba melanops
KJ128683.1	100	100	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Vimba	Vimba melanops
KR476984.1	100	100	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Vimba	Vimba melanops
KF534726.1	97.209	97.209	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Squalius	Squalius lepidus
CP040931.1	95.187	95.187	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium angulatum
LR655209.1	95.187	95.187	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium angulatum
CP045646.1	95.187	95.187	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium angulatum
CP023198.1	95.187	95.187	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium angulatum
CP033841.1	95.187	95.187	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium angulatum
CP034192.1	95.187	95.187	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium angulatum
CP023194.1	95.187	95.187	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium angulatum
CP023196.1	95.187	95.187	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium angulatum
LR134348.1	95.187	95.187	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium angulatum
CP023197.1	95.187	95.187	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium angulatum
CP023193.1	95.187	95.187	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium angulatum
CP023199.1	95.187	95.187	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium angulatum
CP023195.1	95.187	95.187	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium angulatum
CP034770.1	95.187	95.187	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium angulatum
CP045532.1	95.187	95.187	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium angulatum
MH301073.1	100	100	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus salmoides
MH301070.1	100	100	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus salmoides
AY742545.1	100	100	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus salmoides
MH301071.1	100	100	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus salmoides
HQ391897.1	100	100	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus salmoides
MH301072.1	100	100	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus salmoides
AY742544.1	100	100	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus salmoides
FJ861706.1	100	100	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus salmoides
LT629733.1	98.333	98.333	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella sp. PG-2
CP030929.1	100	100	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Aurantimicrobium	Aurantimicrobium minutum
NC_037729.1	96.379	96.379	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia sp. PL3-2
MF997422.1	96.379	96.379	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia sp. PL3-2
AP018509.1	99.164	99.164	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia sp. PL3-2
AP018507.1	98.607	98.607	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia sp. NIES-3576
AP018505.1	99.164	99.164	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia sp. NIES-3576
MG182051.1	100	100	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia sp. NIES-3581
NC_037990.1	100	100	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia sp. NIES-3581
CP029539.1	93.478	93.478	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Aquitalea	Aquitalea magnusonii
CP031968.1	100	100	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium haemolyticum
CP029823.1	99.183	99.183	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces antimycoticus
CP011491.1	98.649	98.649	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium psychrotolerans
CP034072.1	99.459	99.459	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium boenickei
CP016640.1	100	100	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium tokaiense
AP022569.1	94.809	94.809	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium chitae
CP050192.1	100	100	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium anyangense
AP022871.1	98.645	98.645	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Phytohabitans	Phytohabitans flavus
AP022870.1	98.645	98.645	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Phytohabitans	Phytohabitans suffuscus
EU559110.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Sphaeriidae	Pisidium	Pisidium nitidum
AY097245.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Corbiculidae	Corbicula	Corbicula sp. 115IL1
AY097242.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Corbiculidae	Corbicula	Corbicula sp. 16IL3
AY345202.1	99.543	99.543	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345193.1	99.543	99.543	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345194.1	100	100	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AF428238.1	100	100	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345204.1	100	100	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345192.1	100	100	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345201.1	99.543	99.543	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345195.1	99.543	99.543	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345205.1	99.543	99.543	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345198.1	100	100	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345200.1	99.543	99.543	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345199.1	100	100	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345190.1	99.087	99.087	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AF428239.1	99.543	99.543	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345191.1	99.087	99.087	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345203.1	99.543	99.543	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345197.1	99.087	99.087	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY098835.1	96.818	96.818	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius ruber
DQ160205.1	96.364	96.364	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius gattorugine
AY098834.1	96.818	96.818	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius gattorugine
AF324193.1	96.804	96.804	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius parvicornis
AY098837.1	96.804	96.804	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius parvicornis
AY345187.1	96.804	96.804	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius parvicornis
AY345189.1	96.804	96.804	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius parvicornis
AY345188.1	96.804	96.804	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius parvicornis
AF428241.1	96.804	96.804	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius parvicornis
MF326974.1	100	100	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Lampsilis	Lampsilis radiata
AY742540.1	97.727	97.727	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus treculii
HM246162.1	99.167	99.167	Eukaryota	Arthropoda	Insecta	Thysanoptera	Thripidae	Thrips	Thrips tabaci
KF226724.1	96.927	96.927	Eukaryota	unknown	Oomycota	Saprolegniales	Saprolegniaceae	Saprolegnia	Saprolegnia ferax
KF226725.1	96.667	96.667	Eukaryota	unknown	Oomycota	Saprolegniales	Saprolegniaceae	Saprolegnia	Saprolegnia ferax
JN035719.1	96.078	96.078	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus sp. Nevada
AJ748693.1	100	100	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus sp. Nevada
AB026615.1	97.531	97.531	Eukaryota	Arthropoda	Insecta	Hemiptera	Hermatobatidae	Hermatobates	Hermatobates djiboutensis
KY815358.1	98.174	98.174	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Ambloplites	Ambloplites ariommus
KY660677.1	98.174	98.174	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Ambloplites	Ambloplites ariommus
DQ532837.1	97.717	97.717	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Ambloplites	Ambloplites ariommus
AY742515.1	98.174	98.174	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Ambloplites	Ambloplites ariommus
AY742517.1	93.578	93.578	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Ambloplites	Ambloplites cavifrons
AY742512.1	98.174	98.174	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Ambloplites	Ambloplites rupestris
AY742516.1	93.607	93.607	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Ambloplites	Ambloplites rupestris
AY742553.1	94.064	94.064	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Enneacanthus	Enneacanthus gloriosus
AY742520.1	98.182	98.182	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Enneacanthus	Enneacanthus gloriosus
AY742554.1	94.064	94.064	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Enneacanthus	Enneacanthus gloriosus
AY742519.1	98.182	98.182	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Enneacanthus	Enneacanthus obesus
JX567603.1	96.818	96.818	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis humilis
JX567607.1	97.727	97.727	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis humilis
JN389795.2	97.273	97.273	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis humilis
JX536256.1	97.273	97.273	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis humilis
KM435028.1	97.129	97.129	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis humilis
AY742530.1	97.273	97.273	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis humilis
JX536255.1	97.273	97.273	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis humilis
